StateCode,Division,YearMonth,    PCP,   TAVG,   PDSI,   PHDI,   ZNDX,   PMDI,    CDD,    HDD,   SP01,   SP02,   SP03,   SP06,   SP09,   SP12,   SP24,   TMIN,   TMAX,
      101,      00,   189806,   3.39,   64.9,   1.19,   1.19,   -.84,    .26,    108,     33,   -.38,    .04,    -.1,    .53,    .51,    .69,    .29,   53.9,   75.9,
      103,      00,   189806,   4.27,   73.8,   1.58,   1.58,   -.17,   1.43,    245,     11,    .04,    .41,     .1,   1.42,   1.04,    .01,    .69,     62,   85.5,
      107,      00,   189806,   1.45,   68.1,    .61,   1.17,    .61,    .22,     67,     73,   1.28,    1.8,   1.38,    .42,    .39,    .48,   1.17,   52.9,   83.3,
      109,      00,   189806,    .39,   67.3,  -1.94,  -1.94,   -.69,  -1.43,    117,     54,   -.02,   1.23,    .26,  -1.07,   -.88,   -.96,    -.2,   52.4,   82.1,
      107,      00,   189807,   2.13,   73.2,    .81,   1.31,    .77,    .57,    117,     15,    .49,   1.15,   1.74,    .49,    .23,     .7,   1.04,   59.6,   86.7,
      104,      00,   189807,   7.46,   79.3,    .38,     -4,   1.13,  -3.52,    447,      0,   1.24,    .36,   -.36,  -1.29,  -1.55,  -1.67,   -1.6,   69.5,   89.2,
      103,      00,   189807,   4.38,   75.9,   1.63,   1.63,    .63,   1.63,    328,      0,    .36,    .17,    .44,    .73,   1.69,    .05,    .31,   64.7,   87.2,
      101,      00,   189807,   3.21,   70.3,    .59,    .59,  -1.44,   -.87,    248,      3,   -.83,   -.79,   -.38,   -.32,    .86,   -.15,    .07,   59.1,   81.6,
      106,      00,   189807,   3.39,   80.2,   1.18,    -.7,   1.61,    .99,    512,      0,    .22,    .94,     .7,    .14,    .13,    -.3,   -.66,   68.8,   91.6,
      108,      00,   189807,     .6,     64,   -1.1,   -1.1,   -.01,   -.78,     58,     84,    .01,   -.18,   -.02,   -.82,    .05,   -.11,    .75,     48,     80,
      109,      00,   189807,    .15,   73.7,  -2.11,  -2.11,  -1.12,  -1.99,    208,     11,    -.9,    -.5,   1.03,   -.73,  -1.29,     -1,   -.29,   57.6,   89.7,
      105,      00,   189807,   1.92,   67.3,   2.85,   2.85,   1.41,   2.85,    182,     54,   -.02,   -.36,    .49,    .32,    .71,    .15,    .27,   52.8,   81.7,
      102,      00,   189807,   2.59,   69.6,  -1.77,  -1.77,  -1.31,  -1.62,    191,     17,  -1.03,   -.64,   -.63,   -.59,   -.75,  -1.54,   -.45,   56.4,   82.8,
      108,      00,   189808,    .46,   66.5,   -1.3,   -1.3,   -.93,   -1.3,     89,     53,   -.42,   -.48,   -.46,  -1.41,   -.77,   -.11,    .63,   51.4,   81.6,
      105,      00,   189808,   1.08,   67.8,   2.22,   2.22,  -1.03,   1.73,    172,     46,  -1.28,   -.85,   -.86,    .05,   -.07,    .05,    .24,   52.5,   83.1,
      106,      00,   189808,   3.33,   79.6,   1.59,   1.59,   1.59,   1.59,    499,      0,    .52,    .38,    .99,    .34,    .56,   -.34,    -.4,   67.5,   91.8,
      103,      00,   189808,   4.15,   74.4,   1.76,   1.76,    .89,   1.76,    271,      7,    .59,    .66,    .39,    1.3,   1.67,    .47,    .49,   63.6,   85.2,
      104,      00,   189808,   9.27,   78.2,   2.02,   -1.9,   5.05,    .51,    415,      0,    2.4,   2.61,   1.69,    .41,   -.55,    -.9,   -.77,   69.4,   87.1,
      107,      00,   189808,   1.83,   72.3,   -.25,    .92,   -.76,    .01,    113,     15,   -.28,    .13,     .7,    .84,    .37,    .75,   1.11,   58.7,     86,
      101,      00,   189808,    5.8,   68.5,   1.49,   1.49,   2.89,   1.03,    208,      9,   1.63,    .75,    .31,    .06,    .89,    .32,    .53,   58.7,   78.3,
      109,      00,   189808,    .39,   74.1,  -2.04,  -2.04,   -.43,  -2.04,    255,      4,    .24,   -.27,   -.36,   -.63,  -1.24,   -.98,   -.35,     59,   89.1,
      102,      00,   189808,   3.14,   66.5,  -1.86,  -1.86,   -.81,  -1.86,    134,     45,   -.34,    -.9,   -.74,   -.84,   -.65,   -1.3,   -.43,   54.4,   78.6,
      109,      00,   189809,    .51,   65.6,  -1.83,  -1.83,    .01,  -1.75,    121,     43,    .38,    .26,   -.07,    .15,  -1.13,   -.91,   -.34,   50.6,   80.5,
      104,      00,   189809,   4.38,   74.7,   1.98,  -1.54,    .51,    .95,    314,      5,     .1,   1.91,   2.14,    .84,   -.54,   -.68,   -.67,     65,   84.4,
      103,      00,   189809,   4.64,   69.9,   2.07,   2.07,   1.47,   2.07,    155,     36,    .99,   1.03,   1.02,    .66,   1.85,   1.45,    .55,   58.6,   81.1,
      108,      00,   189809,   1.47,   56.4,  -1.15,  -1.15,    .05,  -1.03,     14,    182,    .24,   -.16,   -.23,   -.73,  -1.32,   -.15,    .72,   42.2,   70.5,
      101,      00,   189809,    2.7,   61.7,    .81,    .81,  -1.58,   -.24,     71,     68,   -.71,    .63,    .08,   -.05,    .42,    .45,    .18,   50.3,     73,
      105,      00,   189809,   1.06,   56.4,   1.63,   1.63,  -1.08,    .65,     45,    229,    -.7,  -1.43,  -1.16,   -.38,   -.39,    .18,   -.04,   41.3,   71.6,
      106,      00,   189809,   3.59,   74.5,    1.6,    1.6,    .53,    1.6,    363,      5,     .4,    .54,    .48,     .5,    .58,    .08,   -.47,   62.1,   86.9,
      102,      00,   189809,    2.2,   60.7,  -2.43,  -2.43,  -2.29,  -2.43,     44,    123,   -.93,   -.91,  -1.33,  -1.28,   -.97,  -1.28,   -.73,   48.4,   73.1,
      107,      00,   189809,     .5,   63.4,  -1.07,  -1.07,  -2.52,  -1.07,     31,    137,  -1.49,  -1.37,   -.74,    .41,   -.12,   -.01,    .78,   47.8,     79,
      101,      00,   189810,   5.44,   49.5,   1.59,   1.59,   2.59,   1.35,      2,    383,   1.23,    .51,   1.17,    .61,    .52,   1.28,    .48,   40.1,   58.9,
      108,      00,   189810,   1.78,   43.6,  -1.31,  -1.31,   -.86,  -1.31,      0,    488,   -.61,   -.47,   -.65,   -.61,  -1.09,    -.2,    .67,   32.7,   54.5,
      109,      00,   189810,    .53,   54.3,  -1.96,  -1.96,   -.97,  -1.96,     23,    169,    -.7,   -.58,   -.51,    .24,   -.86,  -1.41,   -.43,   40.7,     68,
      102,      00,   189810,   3.82,   43.8,     .9,  -1.28,   2.69,   -.05,      0,    569,   1.44,    .25,    .04,   -.47,   -.45,   -.61,   -.52,   34.9,   52.7,
      107,      00,   189810,    .39,     51,  -1.51,  -1.51,  -1.65,  -1.51,      4,    380,  -1.34,  -2.07,  -1.72,   -.12,   -.65,   -.64,    .29,   35.4,   66.5,
      104,      00,   189810,   5.42,   62.6,   3.04,   3.04,   3.79,   3.04,    106,    131,   1.52,   1.07,   2.45,   1.45,    .22,   -.25,   -.24,   52.3,   72.8,
      105,      00,   189810,   1.45,   39.4,   2.12,   2.12,   1.98,   1.89,      0,    725,     .4,   -.29,   -.89,    -.1,   -.18,    .14,    .08,   28.6,   50.2,
      103,      00,   189810,   4.37,   53.7,   2.78,   2.78,   2.78,   2.78,      6,    380,   1.08,   1.36,   1.42,   1.37,   1.51,    2.3,   1.03,   43.9,   63.5,
      106,      00,   189810,   2.14,   61.1,   1.38,   1.38,   -.16,   1.22,     83,    120,   -.26,    .01,    .15,    .49,    .13,    .12,   -.67,   47.2,   75.1,
      104,      00,   189811,   4.19,   51.6,   3.59,   3.59,   2.58,   3.59,     51,    378,    .95,   1.53,   1.24,   2.11,   1.12,    .15,   -.31,   41.2,   61.9,
      107,      00,   189811,    .78,   38.2,   -1.3,   -1.3,    .14,  -1.15,      0,    623,   -.03,  -1.04,  -1.81,    -.7,   -.29,   -.47,    .32,   24.3,   52.1,
      102,      00,   189811,   1.51,   28.3,    .79,  -1.16,   -.03,    .05,      0,   1008,   -.29,    .94,    .09,   -.52,   -.65,    -.5,    -.8,   18.9,   37.8,
      106,      00,   189811,   2.36,   47.5,   1.34,   1.34,     .3,   1.25,      7,    436,    .07,   -.25,   -.04,    .52,     .2,     .4,   -.63,   34.9,   60.1,
      101,      00,   189811,   4.46,   35.6,   2.05,   2.05,   1.87,   2.05,      0,    788,    .77,   1.38,    .81,    .77,    .55,   1.17,     .6,   27.5,   43.7,
      109,      00,   189811,   1.37,   43.6,  -2.03,  -2.03,   -.81,  -2.03,      0,    416,   -.27,   -.66,   -.61,   -.73,   -.99,  -1.43,   -.71,   31.2,     56,
      105,      00,   189811,    .83,   25.6,   1.93,   1.93,    .09,   1.67,      0,   1135,   -.24,    .12,   -.39,   -.96,   -.16,   -.26,   -.38,   14.6,   36.5,
      108,      00,   189811,   4.53,   32.1,  -1.12,  -1.12,    .18,   -.93,      0,    745,    .15,   -.32,    -.3,   -.47,  -1.07,   -.79,    .01,   24.5,   39.8,
      103,      00,   189811,   2.76,   39.3,   2.91,   2.91,   1.25,   2.91,      0,    807,   -.24,    .61,    .91,     .9,   1.48,   1.83,    .86,   29.2,   49.4,
      104,      00,   189812,   3.38,   45.1,   3.29,   3.29,     .2,   3.29,     17,    563,   -.19,    .49,   1.18,   2.34,   1.36,    .14,   -.14,   35.1,   55.2,
      103,      00,   189812,    2.2,   29.4,   2.47,   2.47,   -.43,   2.23,      0,   1147,   -.79,   -.69,    .07,     .6,    .51,   1.51,   1.09,   20.2,   38.8,
      108,      00,   189812,   2.61,   23.8,  -1.87,  -1.87,  -2.58,  -1.87,      0,    959,  -1.23,   -.66,   -.88,   -.95,   -1.1,   -1.5,   -.41,   16.5,   31.1,
      102,      00,   189812,    .68,   13.8,    .53,  -1.22,   -.54,   -.23,      0,   1435,  -1.33,   -.89,    .43,   -.71,    -.9,   -.67,   -.78,    4.3,   23.2,
      105,      00,   189812,    .45,   16.9,   1.39,   1.39,  -1.04,    .66,      0,   1453,  -1.38,   -.99,   -.44,  -1.14,   -.52,   -.52,   -.29,    6.1,   27.7,
      107,      00,   189812,   1.19,   26.2,   -.98,   -.98,    .58,   -.44,      0,    866,    .46,    .22,   -.62,   -.89,   -.03,   -.36,    .43,   14.3,   38.1,
      109,      00,   189812,   1.09,   35.4,  -2.58,  -2.58,  -2.29,  -2.58,      0,    623,  -1.01,   -.93,  -1.13,  -1.19,   -.98,  -1.75,   -.98,   24.9,   45.9,
      101,      00,   189812,   2.72,   24.4,   1.52,   1.52,   -.97,      1,      0,   1116,    -.5,    .23,    .94,    .72,    .52,    .85,    .83,   15.9,     33,
      106,      00,   189812,   2.12,   38.4,   1.18,   1.18,   -.06,    .98,      1,    711,   -.27,   -.22,   -.41,   -.03,    .11,    .24,    -.4,   27.1,   49.7,
      107,      00,   189901,    .76,   29.5,  -1.03,  -1.03,   -.45,   -.66,      0,    776,   -.23,     .1,    .03,  -1.29,   -.16,   -.55,    .19,   17.2,   41.8,
      106,      00,   189901,   2.61,     40,   1.33,   1.33,    .79,   1.33,      7,    674,    .48,    .06,   -.01,    .04,    .37,    .09,   -.43,   28.5,   51.6,
      101,      00,   189901,   2.98,   20.3,   1.33,   1.33,   -.09,    .72,      0,   1225,    .03,   -.44,    .17,    .97,    .56,    .52,    .84,     10,   30.5,
      102,      00,   189901,    .87,   11.3,    .44,  -1.14,   -.13,    -.2,      0,   1500,   -.44,  -1.27,   -.98,   -.48,   -.78,   -.74,  -1.03,    1.4,   21.3,
      104,      00,   189901,   4.85,   45.1,   3.42,   3.42,   1.41,   3.42,     34,    574,    .78,    .36,    .73,   2.02,   1.63,    .57,    .13,   34.7,   55.5,
      108,      00,   189901,   5.22,   29.4,    .31,  -1.37,    .92,   -.86,      0,    871,    .51,   -.43,   -.33,   -.59,   -.55,   -.94,   -.06,   23.3,   35.6,
      109,      00,   189901,   3.45,   39.3,  -2.38,  -2.38,    -.2,  -2.38,      0,    559,    .49,   -.23,   -.42,   -.57,   -.31,  -1.01,   -.81,   30.3,   48.3,
      105,      00,   189901,   1.27,   16.2,    1.7,    1.7,   1.36,   1.44,      0,   1470,   1.31,    .09,    -.1,   -.87,   -.14,   -.21,    -.2,      6,   26.4,
      103,      00,   189901,    3.4,   29.4,   2.49,   2.49,    .85,   2.49,      0,   1157,    .43,   -.21,   -.38,     .6,    .73,    .95,    .92,   20.3,   38.6,
      104,      00,   189902,   6.67,   42.8,    4.4,    4.4,      4,    4.4,     25,    573,   1.86,   1.78,   1.28,   1.64,   2.44,   1.53,    .11,   31.9,   53.7,
      102,      00,   189902,    .99,    6.2,    .45,   -.96,    .17,    .03,      0,   1493,   -.02,   -.48,  -1.11,   -.39,   -.81,   -.86,  -1.11,   -4.5,     17,
      106,      00,   189902,   1.27,   34.3,   -.11,   1.08,   -.34,    .79,      0,    752,  -1.11,   -.37,   -.51,   -.38,    .16,   -.05,   -.48,   22.2,   46.4,
      108,      00,   189902,   4.62,   26.4,    .85,   -.65,   1.72,    .71,      0,    835,    .81,    .86,   -.06,   -.19,   -.29,    -.8,   -.09,   18.9,   33.9,
      109,      00,   189902,    .71,   40.4,  -3.07,  -3.07,   -2.8,  -3.07,      0,    516,  -1.38,   -.43,   -.94,  -1.17,  -1.21,   -1.4,  -1.41,   29.4,   51.2,
      101,      00,   189902,   3.44,   18.1,   1.65,   1.65,   1.38,   1.58,      0,   1197,    .84,     .5,    .02,    .62,    .65,    .49,    .93,    9.1,   27.1,
      105,      00,   189902,   1.22,    6.3,   2.11,   2.11,   1.75,   2.11,      0,   1593,   1.67,   1.89,    .84,    .04,   -.63,    .04,   -.21,   -4.5,     17,
      107,      00,   189902,    .95,   30.4,   -.76,   -.76,    .47,   -.11,      0,    772,    .07,   -.19,    .06,  -1.22,   -.58,   -.24,    .05,   17.7,   43.2,
      103,      00,   189902,   3.28,   22.2,   2.57,   2.57,   1.01,   2.57,      0,   1226,    .68,    .65,    .08,    .66,    .72,   1.29,    .86,   12.4,   32.1,
      103,      00,   189903,   4.99,   38.4,   3.05,   3.05,   2.22,   3.05,      1,    885,    .91,   1.05,      1,    .71,   1.04,    .89,    .51,   28.2,   48.7,
      101,      00,   189903,   5.21,   29.3,    2.6,    2.6,   3.35,    2.6,      0,    970,    1.6,    1.6,   1.35,   1.48,   1.29,    .99,   1.12,   20.9,   37.7,
      105,      00,   189903,   1.62,   17.7,    2.7,    2.7,   2.42,    2.7,      0,   1391,   1.31,   2.01,   2.29,   1.02,   -.18,    .07,   -.25,    6.8,   28.6,
      108,      00,   189903,    3.3,     34,    .87,    .87,    .32,    .87,      0,    752,    .11,    .65,    .73,   -.18,   -.24,   -.41,   -.24,     26,   41.9,
      106,      00,   189903,   1.62,   52.4,   -.57,   -.57,   -1.4,   -.57,     49,    318,  -1.15,  -1.51,   -.89,   -.81,   -.49,   -.28,   -.83,   38.9,   65.8,
      109,      00,   189903,   4.17,   44.2,    .88,  -1.87,   2.64,   -.74,      1,    490,   1.28,    .12,     .3,   -.43,   -.45,    -.4,  -1.26,   33.9,   54.4,
      104,      00,   189903,   4.99,   54.9,   4.05,   4.05,     .3,   4.05,     55,    327,     .3,   1.39,   1.48,   1.63,    2.5,   1.77,   -.03,   43.4,   66.3,
      107,      00,   189903,    .99,   41.3,   -.77,   -.77,   -.24,   -.19,      0,    598,   -.07,   -.09,   -.23,   -.58,   -.88,   -.15,   -.15,   27.9,   54.7,
      102,      00,   189903,      2,   17.3,     .7,   -.56,     .9,    .69,      0,   1310,    .51,    .33,   -.03,    .28,   -.72,   -.88,  -1.18,    6.9,   27.7,
      107,      00,   189904,    .49,   50.6,  -1.19,  -1.19,  -1.51,  -1.19,      3,    363,  -1.41,   -.85,   -.66,   -.43,  -1.33,   -.38,   -.24,   35.4,   65.8,
      105,      00,   189904,   1.19,     40,   2.56,   2.56,    .44,   2.56,      0,    670,  -1.01,   -.19,    .46,    .19,   -.55,   -.02,   -.45,   27.9,   52.2,
      108,      00,   189904,   2.81,   41.3,   1.19,   1.19,   1.22,   1.19,      0,    556,    .52,    .33,    .76,    .12,   -.13,   -.14,   -.06,   30.7,   51.9,
      104,      00,   189904,   3.05,   60.3,   -.19,   3.44,   -.57,   3.16,     52,    163,    -.4,   -.06,    .89,   1.02,   1.96,   1.74,    -.1,     49,   71.7,
      106,      00,   189904,   2.26,   60.8,   -.79,   -.79,   -.85,   -.79,     65,    125,   -.79,  -1.33,  -1.65,   -.95,   -.75,   -.34,   -.99,   48.7,   72.9,
      103,      00,   189904,   2.53,   53.9,   -.66,   2.08,  -1.97,   1.21,      3,    358,  -1.22,   -.03,    .29,   -.19,    .63,    .73,    .17,   42.7,   65.1,
      109,      00,   189904,     .6,   51.6,    .33,  -2.15,  -1.39,  -1.54,     11,    313,   -.97,    .78,    -.2,   -.46,   -.58,   -.37,  -1.25,   38.4,   64.9,
      101,      00,   189904,    1.5,   44.9,  -1.22,   1.11,  -3.66,   -.51,      0,    528,  -2.19,   -.05,    .33,    .31,    .96,    .59,    .88,   32.7,     57,
      102,      00,   189904,   1.99,   44.3,    .23,   -.91,  -1.21,   -.08,      0,    538,   -.67,   -.29,   -.28,   -.94,   -.63,   -.86,  -1.29,     32,   56.6,
      108,      00,   189905,   2.46,   45.7,   1.56,   1.56,   1.49,   1.56,      0,    462,    .42,    .62,    .43,    .13,   -.02,   -.11,    .09,   35.1,   56.3,
      107,      00,   189905,    .36,   56.3,  -1.76,  -1.76,  -2.06,  -1.76,      9,    247,  -1.76,  -2.08,  -1.57,   -.92,  -1.71,  -1.06,   -.57,   40.5,   72.1,
      106,      00,   189905,    3.1,   73.7,  -1.43,  -1.43,  -2.16,  -1.43,    346,      8,   -.74,  -1.11,  -1.51,  -1.29,  -1.01,   -.51,   -.97,   61.8,   85.6,
      101,      00,   189905,   2.91,   55.9,  -1.55,  -1.55,  -1.37,  -1.55,     19,    222,   -.62,  -1.76,   -.42,   -.35,    .22,    .28,    .67,   43.9,   67.8,
      103,      00,   189905,   4.97,   65.6,   -.47,   1.98,    .37,   1.23,    103,    124,     .5,   -.31,    .19,    .11,     .6,    .67,    .43,   54.5,   76.8,
      109,      00,   189905,    .94,   53.6,    .54,  -1.67,    .76,   -.74,     15,    287,    .25,   -.64,    .73,   -.33,   -.56,   -.63,  -1.18,   40.7,   66.5,
      102,      00,   189905,   4.69,   55.2,   1.08,   1.08,   2.62,   1.08,     28,    274,   1.14,    .45,    .55,   -.03,   -.04,   -.45,   -.87,   43.5,   66.9,
      104,      00,   189905,   2.38,   73.2,  -1.17,   2.09,  -2.99,    .61,    276,     20,   -1.2,  -1.12,    -.6,    .39,    .98,   1.75,   -.09,   60.9,   85.4,
      105,      00,   189905,   3.25,   49.7,    3.3,    3.3,   3.01,    3.3,     24,    395,    .73,    .09,    .45,    .73,    .35,   -.34,    .13,   38.1,   61.3,
      108,      00,   189906,    .93,   54.9,   1.06,   1.06,  -1.02,    .45,      6,    250,  -1.09,   -.37,    .01,    .59,   -.22,   -.27,   -.17,   41.3,   68.6,
      102,      00,   189906,   4.98,   65.6,    1.5,    1.5,   1.59,    1.5,    115,     58,    .78,   1.34,    .78,    .64,    .76,   -.19,   -.76,   53.8,   77.5,
      109,      00,   189906,     .6,   66.2,    .81,  -1.18,    .97,    .13,    101,     69,    .55,    .37,   -.43,    .11,   -.52,   -.55,  -1.18,   50.9,   81.5,
      106,      00,   189906,   4.82,   78.1,    .49,   -.79,   1.48,     .1,    431,      1,   1.01,    .22,    -.2,   -.64,   -.75,   -.51,   -.71,   66.8,   89.3,
      105,      00,   189906,      3,   60.3,    3.3,    3.3,   1.02,    3.3,    103,    151,    .12,    .54,     .1,    .85,    .52,   -.17,    .06,   47.3,   73.4,
      103,      00,   189906,   3.23,   73.5,   -.93,   1.27,  -1.53,    -.1,    243,     11,   -.86,   -.21,   -.69,    .09,    .03,    .43,    .27,   61.8,   85.2,
      107,      00,   189906,    .99,   67.4,  -1.72,  -1.72,   -.44,  -1.72,     61,     84,    .34,  -1.02,  -1.49,  -1.04,   -1.1,  -1.28,   -.52,   51.8,   83.1,
      101,      00,   189906,   3.13,   65.9,   -1.9,   -1.9,  -1.53,   -1.9,    141,     19,   -.65,   -.91,  -1.78,   -.44,    .29,    .21,    .58,   53.9,   77.9,
      104,      00,   189906,   3.98,   78.4,  -1.75,   1.17,  -2.11,  -1.07,    400,      0,   -.72,  -1.29,  -1.33,    .25,    .83,   1.85,    -.1,   66.7,   90.1,
      106,      00,   189907,   4.04,   80.3,      1,      1,   1.68,      1,    519,      0,    .86,   1.21,    .56,   -.51,    -.4,   -.34,   -.45,   68.9,   91.8,
      103,      00,   189907,   4.06,   75.2,   -.84,   1.13,   -.02,   -.21,    303,      2,    .05,    -.6,    -.2,   -.03,   -.31,    .34,    .26,     63,   87.4,
      107,      00,   189907,   2.44,   72.6,   -.97,   -.97,   1.72,   -.05,    109,     20,   1.03,    .96,   -.03,   -.56,   -.41,  -1.17,   -.29,   59.3,     86,
      108,      00,   189907,    .29,   64.3,    .77,    .77,   -.53,   -.15,     64,     75,  -1.12,  -1.43,   -.68,    .32,   -.11,   -.34,   -.28,   48.2,   80.4,
      101,      00,   189907,   4.41,   68.5,  -1.45,  -1.45,    .78,  -1.01,    202,      7,    .46,   -.17,   -.51,   -.26,   -.11,     .5,    .25,   57.5,   79.5,
      104,      00,   189907,   5.67,   78.9,  -1.91,    .71,  -1.02,  -1.74,    427,      0,    .05,   -.49,  -1.03,   -.02,    .37,   1.42,   -.14,   68.1,   89.8,
      109,      00,   189907,    .13,   73.4,    .79,     -1,    .17,    .33,    209,     10,  -1.05,    .02,    .09,   -.18,   -.44,   -.55,  -1.21,   56.6,   90.2,
      105,      00,   189907,   1.86,   67.8,   3.53,   3.53,   1.71,   3.53,    176,     50,   -.11,   -.06,    .34,    .45,    .32,   -.15,   -.05,     53,   82.7,
      102,      00,   189907,   3.45,   69.1,   1.49,   1.49,    .43,   1.49,    168,     21,   -.03,    .56,   1.07,    .67,     .1,    .06,   -.96,   56.8,   81.5,
      108,      00,   189908,    1.9,   57.9,    1.5,    1.5,   2.43,    1.5,     14,    171,   1.61,    .99,    .04,     .3,    .11,   -.03,   -.02,   45.1,   70.6,
      104,      00,   189908,   4.85,   79.7,  -2.26,  -2.26,  -1.65,  -2.26,    458,      0,   -.23,   -.24,   -.56,   -.86,    .04,    .68,   -.18,   69.3,   90.2,
      106,      00,   189908,   1.61,   83.3,   -.57,   -.57,  -1.71,   -.57,    603,      0,  -1.65,   -.36,    .34,   -.69,   -.76,   -.68,    -.7,     70,   96.6,
      103,      00,   189908,   2.78,   76.2,  -1.41,  -1.41,  -1.97,  -1.41,    322,      3,   -.93,   -.66,   -.99,   -.53,   -.44,    .08,    .38,     64,   88.5,
      109,      00,   189908,    .68,   67.2,   1.13,   1.13,   1.26,   1.13,    120,     35,   1.07,    .48,    .54,     .8,   -.23,   -.47,  -1.17,   52.7,   81.7,
      107,      00,   189908,   1.45,   69.8,  -1.33,  -1.33,  -1.37,  -1.03,     83,     39,   -.93,    .04,    .13,   -.97,   -.72,  -1.39,   -.32,   55.4,   84.1,
      105,      00,   189908,      2,   64.8,   3.83,   3.83,   1.98,   3.83,    163,     86,    .54,    .16,    .14,    .34,    .52,    .23,    .16,   50.8,   78.8,
      102,      00,   189908,   3.76,   68.7,   1.44,   1.44,    .31,   1.44,    169,     28,    .26,    .13,    .56,    .72,    .28,    .24,   -.66,   56.8,   80.6,
      101,      00,   189908,   2.56,   67.2,   -2.1,   -2.1,   -2.4,   -2.1,    160,     17,  -1.44,   -.64,   -.89,   -.97,   -.83,   -.21,    .11,   55.4,     79,
      106,      00,   189909,   1.67,   73.6,  -1.27,  -1.27,  -2.26,  -1.27,    310,      8,  -1.36,  -1.91,  -1.05,   -.82,  -1.06,  -1.02,   -.74,   59.7,   87.5,
      104,      00,   189909,   2.82,   72.5,  -2.85,  -2.85,  -2.47,  -2.85,    255,     15,  -1.04,  -1.07,    -.9,  -1.43,   -.23,    .37,   -.24,   60.8,   84.2,
      102,      00,   189909,   1.99,   56.2,   -.46,    .83,  -1.38,   -.01,     12,    233,  -1.14,   -.62,   -.53,    .13,    .09,    .26,   -.64,     44,   68.4,
      108,      00,   189909,   1.01,   57.5,   1.12,   1.12,   -.69,    .67,     17,    170,   -.41,    .82,    .44,    .15,    .66,   -.14,   -.14,   42.5,   72.6,
      105,      00,   189909,    .59,   57.3,   -.68,   2.76,  -2.03,   1.91,     41,    223,  -1.71,   -.76,   -.73,   -.36,    .26,    .06,    .09,   41.5,   73.1,
      107,      00,   189909,    .92,   65.8,  -1.74,  -1.74,  -1.65,  -1.74,     44,    103,   -.73,  -1.31,   -.37,  -1.24,  -1.12,  -1.19,   -.83,   50.1,   81.4,
      109,      00,   189909,    .09,   67.7,    .58,    .58,  -1.28,   -.36,    160,     23,  -1.59,   -.01,   -.38,   -.62,    .05,   -.58,  -1.22,     51,   84.5,
      101,      00,   189909,   4.24,   57.8,  -1.64,  -1.64,    .72,  -1.25,     23,    147,     .5,   -.37,   -.17,  -1.36,   -.51,    .16,    .42,   47.1,   68.5,
      103,      00,   189909,   2.14,   65.8,   -1.9,   -1.9,  -1.92,   -1.9,     83,     85,  -1.17,  -1.48,  -1.16,  -1.23,    -.5,   -.44,    .64,   52.7,   78.9,
      102,      00,   189910,   2.74,   49.8,   -.27,    .89,    .45,    .26,      6,    414,    .45,   -.57,   -.31,    .45,    .27,   -.11,   -.47,   38.3,   61.4,
      106,      00,   189910,    2.4,   65.8,  -1.39,  -1.39,   -.75,  -1.39,    157,     55,   -.06,    -.9,  -1.47,   -.64,  -1.19,   -.99,   -.69,   52.5,   79.1,
      103,      00,   189910,   2.77,   59.2,  -2.17,  -2.17,  -1.39,  -2.17,     28,    241,   -.03,   -.81,  -1.12,   -.88,   -.65,   -.78,      1,   46.4,   72.1,
      109,      00,   189910,   2.44,   52.3,   1.71,   1.71,   3.57,   1.71,      9,    243,   1.77,   1.27,   1.45,    1.2,    .31,   -.09,  -1.07,   40.7,   63.9,
      107,      00,   189910,   1.06,     51,  -1.49,  -1.49,    .21,  -1.32,      3,    365,    .07,   -.54,   -.98,   -.79,  -1.06,   -.89,  -1.06,   37.9,     64,
      108,      00,   189910,   3.89,   42.8,   1.81,   1.81,   2.42,   1.81,      0,    510,   1.14,     .7,   1.32,    .59,    .94,    .34,    .15,   33.3,   52.2,
      104,      00,   189910,    4.1,     65,  -2.44,  -2.44,    .35,  -2.23,    135,    101,    .73,   -.28,   -.44,  -1.05,   -.25,    .15,   -.08,   54.3,   75.7,
      105,      00,   189910,   1.47,   42.6,   -.11,   2.97,   1.48,   2.65,      4,    574,    .44,   -.82,   -.42,    .02,    .14,    .04,    .05,     31,   54.3,
      101,      00,   189910,    2.2,   50.4,  -2.16,  -2.16,  -2.06,  -2.16,      3,    371,   -.91,   -.35,    -.9,  -1.06,   -.79,    -.6,    .48,     40,   60.9,
      105,      00,   189911,    .64,   37.1,    -.6,   2.16,   -1.5,   1.22,      0,    784,   -.76,   -.13,  -1.06,   -.58,    -.2,   -.04,   -.27,     25,   49.1,
      104,      00,   189911,    1.8,     55,  -2.96,  -2.96,   -2.3,  -2.96,     42,    297,   -.84,    .03,   -.63,  -1.01,  -1.17,   -.29,   -.14,   43.2,   66.9,
      108,      00,   189911,   5.83,   40.1,   2.44,   2.44,   2.43,   2.44,      0,    528,     .8,    1.3,   1.03,    .89,    .93,    .62,   -.07,   32.6,   47.6,
      103,      00,   189911,   2.01,   46.5,  -2.99,  -2.99,  -3.14,  -2.99,      0,    596,   -.89,   -.71,  -1.12,  -1.35,     -1,   -.91,    .62,   36.4,   56.6,
      101,      00,   189911,   2.46,   36.2,   -2.7,   -2.7,   -2.3,   -2.7,      0,    757,   -.85,  -1.36,   -.82,  -1.21,   -1.3,   -1.2,    .04,   28.1,   44.2,
