StateCode,Division,YearMonth,    PCP,   TAVG,   PDSI,   PHDI,   ZNDX,   PMDI,    CDD,    HDD,   SP01,   SP02,   SP03,   SP06,   SP09,   SP12,   SP24,   TMIN,   TMAX,
      101,      00,   194903,    2.2,   33.5,   -.69,   -.69,  -1.95,   -.69,      0,    836,  -1.19,   -.95,   -.12,    .67,   -.42,    .41,    .13,   23.3,   43.8,
      108,      00,   194903,   2.46,   36.5,   -.49,   2.33,  -1.46,   1.55,      0,    678,   -.65,     .9,   -.54,      0,     .3,   1.09,   1.04,   27.8,   45.2,
      103,      00,   194903,   3.81,     42,   2.16,   2.16,    .04,   2.11,      1,    760,    .08,    .36,   1.68,   1.89,   1.16,    .79,    .81,   31.5,   52.6,
      105,      00,   194903,   1.37,   28.1,   3.25,   3.25,   2.03,   3.25,      0,   1093,    .65,     .7,   1.61,   1.03,    .61,    .58,    .75,   17.9,   38.3,
      104,      00,   194903,   3.22,   53.8,   2.21,   2.21,  -1.72,    .78,     44,    339,   -.86,   -.42,   -.56,   1.07,    1.4,   1.08,   2.23,   41.5,   66.1,
      106,      00,   194903,   3.32,   52.6,    1.8,    1.8,   1.15,    1.8,     34,    325,    .69,    .82,   1.98,    .88,    .42,    .02,   -.09,   40.8,   64.4,
      107,      00,   194903,   1.05,   41.3,   1.54,   1.54,    .31,   1.54,      0,    550,    .05,   -.33,     .9,    .56,   -.38,   -.32,   -.01,     28,   54.7,
      109,      00,   194903,   3.04,   42.7,     .6,     .6,    1.8,     .6,      0,    540,    .68,     .2,   -.12,   -.44,   -.58,    .02,   -.93,   32.8,   52.6,
      102,      00,   194903,   2.09,   27.5,  -2.26,  -2.26,   1.09,  -1.12,      0,   1038,    .65,     .4,   1.44,    .69,   -.58,  -1.04,   -.47,   18.3,   36.8,
      109,      00,   194904,    .22,   54.6,   -.84,   -.84,  -2.53,   -.84,     18,    258,  -2.21,   -.03,   -.29,   -.66,   -.81,   -.67,  -1.03,   39.9,   69.2,
      104,      00,   194904,   4.75,   61.1,   2.48,   2.48,   1.48,   1.58,     82,    161,    .84,    -.1,    .08,   1.28,    1.3,   1.21,   2.15,   49.6,   72.7,
      105,      00,   194904,      1,   46.6,   -.55,   2.36,  -1.65,   1.64,      0,    528,  -1.37,   -.91,   -.79,    .76,   -.44,    .25,    .54,     32,   61.2,
      108,      00,   194904,   1.03,   46.1,  -1.35,   1.18,  -2.73,   -.64,      0,    454,   -1.7,  -1.53,    .25,   -.12,   -.14,    .61,    .93,   32.3,   59.9,
      101,      00,   194904,    3.4,   45.2,   -.75,   -.75,    -.4,   -.75,      0,    497,    .02,   -.83,   -.77,    .78,   -.31,    .23,    .08,   33.9,   56.4,
      107,      00,   194904,    .86,     51,   1.25,   1.25,   -.39,    .97,      3,    340,   -.14,   -.18,   -.44,    .52,   -.14,   -.22,   -.03,   36.4,   65.6,
      106,      00,   194904,   3.64,     60,   2.04,   2.04,   1.29,   2.04,     52,    135,    .57,    .76,    .86,   1.55,    .51,    .34,   -.15,   48.6,   71.4,
      103,      00,   194904,   2.54,   51.6,   1.42,   1.42,  -1.55,    .63,      1,    451,  -1.21,   -.68,    -.3,   1.59,    .58,     .6,    .34,   39.8,   63.3,
      102,      00,   194904,   1.23,   44.6,  -2.95,  -2.95,  -2.78,  -2.78,      0,    579,   -1.9,   -.92,    -.9,    .52,  -1.09,  -1.47,     -1,   31.6,   57.7,
      105,      00,   194905,   2.84,   55.5,   -.41,    2.2,    .26,   1.54,     44,    272,    .31,   -.48,   -.29,    .41,    -.1,    .68,    .83,   42.2,   68.7,
      109,      00,   194905,    1.6,   58.2,   -.29,   -.29,    1.4,    .47,     28,    196,   1.16,   -.31,    .32,   -.16,   -.52,    -.5,   -.89,   45.4,   70.9,
      107,      00,   194905,   1.48,   58.4,   1.69,   1.69,   1.71,   1.69,     14,    206,    .88,    .38,    .25,    .97,    .21,    .05,   -.02,   43.8,   72.9,
      106,      00,   194905,   4.23,     72,    1.8,    1.8,   -.09,   1.69,    296,     10,    .28,    .53,    .73,   1.22,    .58,    .52,   -.25,   60.7,   83.4,
      102,      00,   194905,   2.87,   57.6,  -3.13,  -3.13,  -1.45,  -3.13,     39,    236,   -.54,  -1.39,   -.98,   -.33,   -.91,  -1.28,  -1.15,   44.7,   70.6,
      108,      00,   194905,   2.43,   53.6,  -1.27,      1,   -.18,    -.8,      7,    272,    .38,   -.89,  -1.13,   -.34,   -.17,    .28,   1.15,   40.8,   66.4,
      103,      00,   194905,   3.56,   64.7,    .86,    .86,  -1.24,   -.48,     88,    135,   -.49,  -1.09,   -.82,    .65,    .67,    .58,    .16,   52.1,   77.4,
      101,      00,   194905,   3.65,   56.1,    -.8,    -.8,   -.37,    -.8,     19,    212,    .04,    .02,   -.63,    .21,   -.16,   -.28,   -.24,   43.2,   69.1,
      104,      00,   194905,   3.76,   70.5,   2.09,   2.09,    -.4,   1.04,    213,     30,      0,    .54,    -.1,    .03,   1.21,   1.11,   2.05,   57.9,   83.1,
      103,      00,   194906,   5.44,   73.7,   1.25,   1.25,   1.41,    .49,    257,      6,    .99,    .17,   -.37,    .83,   1.16,     .7,     .1,   62.6,   84.8,
      101,      00,   194906,   1.87,     68,  -2.08,  -2.08,  -4.09,  -2.08,    161,     10,  -2.52,  -1.31,  -1.01,   -.96,   -.07,   -.86,   -.63,   55.5,   80.4,
      107,      00,   194906,   1.94,   66.6,   2.82,   2.82,   3.89,   2.82,     57,     93,    2.1,   1.94,   1.35,   1.34,    .97,    .19,     .2,   51.9,   81.2,
      106,      00,   194906,   4.45,   78.4,   2.09,   2.09,   1.42,   2.09,    446,      1,    .73,    .63,    .76,   1.63,   1.06,    .69,    -.1,   67.2,   89.7,
      104,      00,   194906,   5.75,   76.3,   2.36,   2.36,   1.47,   1.78,    348,      1,    .67,     .4,    .78,    .04,   1.21,   1.57,   2.05,   65.8,   86.8,
      102,      00,   194906,   4.66,   68.2,  -2.68,  -2.68,    .36,  -2.48,    168,     31,    .52,   -.02,   -.71,    -.1,   -.14,   -.94,  -1.31,   56.1,   80.2,
      109,      00,   194906,    .27,   67.1,   -.41,   -.41,   -.45,   -.41,    123,     47,   -.41,    .79,   -.48,    -.3,   -.54,   -.69,   -.96,   51.9,   82.3,
      108,      00,   194906,    .74,     57,  -1.77,  -1.77,  -1.91,  -1.77,     13,    199,  -1.42,   -.58,  -1.45,  -1.19,   -.51,    -.2,    .79,   42.5,   71.5,
      105,      00,   194906,   2.48,   61.9,   -.59,   1.75,   -.67,    .79,    121,    127,   -.49,   -.18,   -.68,   -.14,   -.11,    -.1,   -.02,   48.7,   75.2,
      106,      00,   194907,   3.75,   81.7,   2.45,   2.45,   1.71,   2.45,    542,      0,    .58,    .84,    .77,   1.03,   1.54,    .75,    .26,   70.3,     93,
      104,      00,   194907,   6.42,   79.7,   2.42,   2.42,    .89,   2.03,    461,      0,    .59,    .78,    .57,    .36,    1.4,    1.4,   2.28,   69.9,   89.6,
      101,      00,   194907,   3.76,   72.3,  -2.39,  -2.39,  -1.57,  -2.39,    317,      1,   -.19,  -1.56,  -1.12,  -1.39,   -.04,    -.8,   -.97,   60.7,   83.9,
      108,      00,   194907,    .39,   63.7,  -2.26,  -2.26,  -2.02,  -2.26,     51,    105,   -.66,  -1.57,   -.79,   -.21,   -.37,   -.38,    .73,   47.9,   79.5,
      107,      00,   194907,   2.07,   72.6,   3.37,   3.37,   2.52,   3.37,    117,     16,    .38,   1.68,    1.8,    .83,   1.16,    .53,    .45,   58.4,   86.7,
      103,      00,   194907,   4.64,   77.9,   1.37,   1.37,    .75,    .87,    385,      0,     .6,    .99,    .35,      0,   1.49,     .6,    .31,   67.6,     88,
      109,      00,   194907,    .17,   73.1,   -.63,   -.63,    -.8,   -.63,    199,     12,   -.76,   -.82,     .6,   -.11,   -.52,   -.67,   -.95,   56.9,   89.3,
      102,      00,   194907,   4.92,   71.7,  -1.56,  -1.56,   2.55,   -.26,    254,      7,   1.33,   1.28,    .73,    .07,    .87,   -.51,   -.78,   60.4,   83.1,
      105,      00,   194907,   1.92,     69,    -.5,    1.6,    .09,    .66,    231,     43,   -.02,   -.46,   -.22,   -.52,    .14,   -.47,    .17,     54,   84.1,
      104,      00,   194908,   8.14,   77.8,   3.63,   3.63,   4.39,   3.63,    402,      0,   1.83,   1.67,   1.61,   1.07,    .91,    1.8,   2.59,     68,   87.6,
      106,      00,   194908,   2.69,   78.9,   2.39,   2.39,    .58,   2.39,    471,      1,   -.15,    .18,    .55,    .83,   1.24,    .71,    .34,   66.5,   91.2,
      109,      00,   194908,    .22,   70.5,    -.8,    -.8,   -.69,    -.8,    172,     16,   -.46,   -.87,   -.98,    .07,   -.29,   -.65,   -.99,   54.5,   86.5,
      101,      00,   194908,   3.66,   68.9,  -2.64,  -2.64,  -1.49,  -2.64,    216,      7,   -.07,   -.33,  -1.36,   -1.4,   -.63,   -.71,    -.8,   56.7,   81.1,
      103,      00,   194908,   3.61,   73.6,   1.35,   1.35,    .38,    .92,    259,      7,    .03,    .45,    .87,   -.23,    .99,    .96,    .43,   62.1,     85,
      105,      00,   194908,   1.21,   68.9,  -1.02,    .87,  -1.72,   -.69,    192,     40,   -.98,   -.69,   -.85,    -.8,   -.33,   -.63,    .05,   53.2,   84.6,
      108,      00,   194908,     .4,   63.6,  -2.55,  -2.55,  -1.55,  -2.55,     52,     93,   -.58,     -1,  -1.84,  -1.74,   -.77,   -.52,    .69,   48.1,   79.2,
      102,      00,   194908,   2.23,   69.5,  -2.28,  -2.28,  -2.63,  -1.99,    175,     23,  -1.29,    .09,    .35,   -.42,   -.07,   -.59,   -.92,   57.3,   81.6,
      107,      00,   194908,   1.26,   70.4,   -.45,   2.57,  -1.35,   1.97,     91,     27,  -1.24,   -.65,    .55,    .51,   1.09,    .37,    .11,   54.8,     86,
      107,      00,   194909,   1.52,   65.4,   -.25,   2.46,    .47,   1.99,     42,    109,    .27,    -.7,   -.33,    .66,    .97,    .72,    .31,   50.5,   80.4,
      102,      00,   194909,   2.38,   55.5,  -2.41,  -2.41,  -1.12,  -2.41,      6,    257,   -.75,  -1.47,   -.34,   -.82,   -.36,   -.33,  -1.18,   43.5,   67.5,
      101,      00,   194909,   3.73,   57.4,  -2.47,  -2.47,   -.32,  -2.47,     21,    152,    .14,      0,   -.21,   -.88,   -.91,   -.15,   -.62,   46.8,   68.1,
      104,      00,   194909,   4.12,   71.8,   3.51,   3.51,    .76,   3.51,    252,     22,   -.07,   1.29,    1.3,   1.33,    .69,    1.6,   2.37,   61.4,   82.2,
      108,      00,   194909,   1.24,   58.1,   -2.5,   -2.5,   -.66,   -2.5,     21,    161,   -.07,    -.5,   -.84,  -1.63,  -1.39,   -.68,    .66,   43.5,   72.7,
      106,      00,   194909,   2.97,   72.3,   2.14,   2.14,      0,   2.08,    309,     16,   -.13,   -.28,      0,    .56,    1.4,    .91,    .46,   60.2,   84.5,
      103,      00,   194909,   2.99,   61.8,   1.37,   1.37,    .46,   1.03,     37,    161,   -.33,   -.24,    .08,   -.32,    .77,   1.08,    .41,   49.5,   74.2,
      109,      00,   194909,    .19,   67.6,  -1.09,  -1.09,  -1.11,  -1.09,    154,     24,   -.73,   -.94,  -1.19,  -1.01,   -.48,    -.7,   -.98,   51.4,   83.8,
      105,      00,   194909,   1.27,   55.6,  -1.13,    .56,   -.64,  -1.12,     21,    269,   -.33,   -.91,   -.78,     -1,   -.55,   -.46,   -.05,   40.3,   70.8,
      104,      00,   194910,   3.29,   67.8,   3.21,   3.21,     .2,   3.21,    185,     68,    .19,   -.04,   1.13,   1.14,    .87,   1.69,   2.09,   57.7,   77.9,
      103,      00,   194910,   4.69,   58.9,   2.01,   2.01,   2.35,   2.01,     27,    239,   1.27,    .67,    .57,    .62,     .3,   1.66,    .78,   47.6,   70.2,
      106,      00,   194910,   5.04,   63.9,   2.97,   2.97,   3.16,   2.97,    135,     80,   1.43,   1.02,    .82,   1.09,   1.24,   1.68,   1.01,   52.5,   75.4,
      105,      00,   194910,   2.04,   42.5,   -.04,   1.47,   2.91,    .76,      3,    589,   1.27,    .56,    .01,   -.19,   -.44,    .09,     .1,   31.2,   53.8,
      108,      00,   194910,   2.33,   42.1,  -2.22,  -2.22,    .08,  -2.12,      0,    558,   -.12,   -.24,   -.48,   -.93,   -.51,   -.55,    .09,   30.7,   53.5,
      101,      00,   194910,   2.24,   53.1,  -3.26,  -3.26,  -3.11,  -3.26,     11,    272,   -.87,   -.61,   -.59,  -1.25,  -1.47,   -.38,   -.47,   41.2,     65,
      107,      00,   194910,   1.17,   50.6,   -.01,   2.42,    .64,   2.15,      2,    365,    .24,    .26,   -.47,    .76,    .33,     .8,    .28,   36.6,   64.6,
      102,      00,   194910,   2.43,   50.1,  -2.35,  -2.35,   -.56,  -2.35,      7,    388,    .14,   -.52,  -1.13,   -.33,   -.62,      0,  -1.14,   38.6,   61.6,
      109,      00,   194910,    .38,   53.5,  -1.37,  -1.37,   -1.2,  -1.37,     11,    223,   -.98,  -1.29,   -1.4,   -.75,   -.53,   -.84,  -1.25,   39.2,   67.8,
      101,      00,   194911,   2.75,   35.4,  -3.85,  -3.85,  -2.78,  -3.85,      0,    749,   -.59,  -1.12,    -.9,  -1.56,  -1.69,  -1.06,   -.77,   26.8,   44.1,
      105,      00,   194911,    .49,   39.5,    -.9,    -.9,  -2.58,    -.9,      0,    737,   -1.2,    .48,    .06,   -.67,   -.66,   -.29,   -.22,   26.7,   52.3,
      106,      00,   194911,     .2,   54.3,   1.79,   1.79,  -2.64,    .64,     26,    275,  -2.57,    .14,    .01,    .29,    .58,    .97,    .45,   38.6,   70.1,
      109,      00,   194911,   1.24,   50.7,  -1.86,  -1.86,  -1.87,  -1.86,     13,    241,    -.4,   -.91,  -1.19,  -1.55,   -.69,   -.76,  -1.18,     36,   65.5,
      103,      00,   194911,   1.14,   43.5,   1.32,   1.32,  -1.45,    .58,      0,    688,  -1.74,   -.09,   -.32,    .23,   -.31,    .65,    .51,   32.1,   54.9,
      102,      00,   194911,   1.21,   34.3,   -2.8,   -2.8,  -2.06,   -2.8,      0,    864,   -.71,   -.39,   -.76,   -.34,   -.77,   -.47,  -1.28,   25.5,   43.2,
      104,      00,   194911,   1.76,   51.9,   -.19,   2.69,   -.58,    2.4,     24,    370,   -.88,   -.41,   -.45,     .9,    .63,    .58,   1.58,   38.6,   65.1,
      107,      00,   194911,    .28,   46.2,   -.98,    1.2,   -2.9,   -.23,      1,    420,  -1.46,    -.6,   -.32,    .11,    .17,    .75,     .1,   29.5,   62.9,
      108,      00,   194911,   4.47,   40.8,  -2.17,  -2.17,   -.52,  -2.17,      0,    550,    .12,   -.11,   -.19,   -.77,  -1.18,   -.72,     .2,   30.7,   50.8,
      108,      00,   194912,   4.05,   28.7,  -2.25,  -2.25,   -.94,  -2.25,      0,    880,    -.3,   -.14,   -.24,   -.48,   -.99,  -1.11,     .3,   21.3,   36.2,
      106,      00,   194912,   2.64,   45.6,   1.58,   1.58,   -.06,     .4,     12,    486,    .28,  -1.32,    .12,    .08,    .46,    1.2,    .43,   33.9,   57.2,
      102,      00,   194912,   1.51,   19.9,  -2.67,  -2.67,   -.47,  -2.67,      0,   1228,    .55,   -.32,   -.15,   -.41,    -.8,   -.42,  -1.12,     11,   28.8,
      104,      00,   194912,   2.56,   49.1,   -.56,   2.03,  -1.15,   1.22,     42,    466,   -.87,  -1.25,   -.86,    .34,    .65,    .25,   1.65,     38,   60.2,
      107,      00,   194912,    .99,   31.6,    -.9,   1.05,   -.08,   -.37,      0,    733,     .1,   -.77,   -.54,   -.58,     .2,    .54,   -.01,   18.3,     45,
      109,      00,   194912,   1.34,   36.4,  -2.45,  -2.45,  -2.36,  -2.45,      0,    627,   -.78,   -.86,  -1.14,  -1.49,  -1.71,  -1.16,  -1.19,     25,   47.8,
      105,      00,   194912,    .92,   17.4,   -.83,   -.83,   -.06,   -.83,      0,   1379,    .28,   -.72,     .5,   -.38,   -.71,   -.34,   -.08,    6.3,   28.5,
      103,      00,   194912,    4.3,   36.7,   1.84,   1.84,   1.97,   1.84,      0,    929,   1.01,   -.41,     .4,    .25,   -.03,    .83,    .93,   26.4,   46.9,
      101,      00,   194912,   2.82,   28.9,  -3.84,  -3.84,  -1.16,  -3.84,      0,    984,    -.4,   -.72,  -1.16,   -.98,  -1.38,  -1.37,   -.59,   19.9,   37.9,
      106,      00,   195001,   3.14,   47.4,   1.68,   1.68,    .79,     .8,     48,    450,    .98,    .78,   -.57,    .21,    .56,    .84,    .62,   35.8,     59,
      109,      00,   195001,   3.66,   33.2,   -2.1,   -2.1,    .31,   -1.9,      0,    743,    .59,   -.04,    -.3,   -.69,   -.54,   -.69,   -.78,   23.1,   43.3,
      104,      00,   195001,   2.45,   56.9,  -1.55,    .77,  -3.17,   -1.3,     88,    310,  -1.04,  -1.28,   -1.5,   -.25,    .07,    .09,   1.43,   46.4,   67.3,
      105,      00,   195001,   1.38,    3.5,    .46,    .46,   1.37,    .46,      0,   1781,   1.59,   1.23,    .26,    .12,    -.1,   -.34,     .1,   -7.6,   14.6,
      108,      00,   195001,   6.77,   17.9,    .96,  -1.06,   2.89,    .29,      0,   1246,   1.35,    .68,    .53,    .29,    .03,    .08,     .7,   10.3,   25.5,
      103,      00,   195001,   8.52,   38.2,   4.02,   4.02,   7.11,   4.02,      4,    892,   2.72,   2.84,   1.84,   1.69,   1.62,   1.19,   1.69,   28.3,   48.2,
      101,      00,   195001,   3.99,   30.1,     .5,  -2.94,   1.51,   -2.3,      0,    901,    .88,    .28,   -.13,   -.61,  -1.15,  -1.39,   -.44,   20.4,   39.8,
      102,      00,   195001,   2.22,   10.6,     .8,  -1.59,   2.41,   -.51,      0,   1404,   1.85,   1.79,     .6,   -.58,   -.07,   -.37,   -.81,    -.4,   21.5,
      107,      00,   195001,     .9,   31.5,    -.9,    .85,   -.28,    -.6,      0,    764,    .06,    .02,   -.63,   -.79,    .24,      0,    .09,     18,   45.1,
      105,      00,   195002,    .66,   21.8,    .29,    .29,   -.35,   -.37,      0,   1188,   -.57,    .94,    .88,    .43,   -.34,   -.42,   -.03,   10.4,   33.2,
      108,      00,   195002,    4.1,     30,   1.18,   -.63,    .95,   1.08,      0,    774,    .49,   1.34,    .77,     .5,    .11,   -.32,    .61,   21.7,   38.3,
      106,      00,   195002,   3.06,   49.6,   1.95,   1.95,   1.33,   1.52,     24,    362,    .96,   1.25,   1.05,    .55,    .74,    .93,    .61,   36.9,   62.3,
      102,      00,   195002,   1.21,   15.9,    .96,  -1.19,    .71,    .19,      0,   1247,    .49,   1.82,   1.88,    .02,     .2,   -.31,    -.9,    5.3,   26.4,
      107,      00,   195002,    .66,   38.4,  -1.29,  -1.29,  -1.43,  -1.29,      0,    557,   -.61,    -.4,    -.3,    -.5,   -.15,   -.02,   -.18,     24,   52.8,
      103,      00,   195002,   4.27,   34.7,   4.39,   4.39,   2.36,   4.39,      0,    921,   1.44,   3.09,   3.09,   2.43,   2.65,   1.47,   1.82,   25.2,   44.2,
      109,      00,   195002,   1.75,   42.4,   -2.4,   -2.4,  -1.54,   -2.4,      0,    468,   -.43,    .11,   -.35,   -.85,   -.99,   -.79,   -.66,   30.1,   54.6,
      104,      00,   195002,   2.24,   51.4,  -2.28,  -2.28,  -2.64,  -2.28,     39,    384,  -1.24,  -1.63,  -1.69,  -1.65,   -.29,   -.29,   1.16,   39.5,   63.3,
      101,      00,   195002,   3.41,   21.6,    .89,   -2.2,   1.32,     -1,      0,   1058,    .81,   1.14,     .6,   -.32,  -1.02,  -1.22,   -.26,   12.5,   30.8,
      109,      00,   195003,   2.08,   44.5,  -2.26,  -2.26,   -.32,  -2.26,      1,    465,    .04,   -.38,    .04,    -.7,   -.87,  -1.04,   -.74,   32.3,   56.7,
      102,      00,   195003,   1.92,   23.2,    1.1,   -.82,    .73,     .8,      0,   1187,    .39,    .51,   1.65,    .67,    .11,   -.36,   -.95,   13.4,     33,
      108,      00,   195003,   5.07,   34.3,   2.08,   2.08,   3.07,   2.08,      0,    745,   1.39,   1.18,    1.8,    .94,    .73,    .27,    .92,   26.3,   42.4,
      103,      00,   195003,   3.23,   38.7,    3.8,    3.8,   -.42,   3.58,      0,    879,   -.38,    .65,   2.52,   2.37,   1.89,   1.35,   1.48,   28.2,   49.3,
      104,      00,   195003,   4.78,   51.9,  -1.89,  -1.89,    .45,  -1.62,     43,    392,    .17,   -.66,  -1.06,   -1.3,   -.39,    .03,     .8,     40,   63.7,
      101,      00,   195003,    3.9,   27.3,   1.18,   -1.6,   1.13,    .02,      0,   1019,    .48,    .84,   1.19,   -.14,   -.31,   -.76,    -.2,   16.8,   37.8,
      107,      00,   195003,    .58,   41.8,  -1.73,  -1.73,  -1.72,  -1.73,      1,    562,  -1.03,  -1.14,   -.88,   -.95,   -.93,    -.2,   -.45,     27,   56.5,
      106,      00,   195003,    1.9,   51.6,   1.47,   1.47,   -.85,    .69,     25,    357,   -.83,    .06,    .54,    .35,    .29,    .62,    .44,     38,   65.1,
      105,      00,   195003,   1.64,     25,    .74,    .74,   1.43,    .74,      0,   1174,   1.36,    .89,   1.61,    1.3,    .23,   -.29,    .18,   14.6,   35.3,
      106,      00,   195004,   2.64,   60.6,   1.23,   1.23,   -.27,    .34,     66,    131,   -.36,   -.78,   -.18,   -.53,    .03,    .37,    .55,   47.8,   73.4,
      103,      00,   195004,    3.7,   48.5,   3.61,   3.61,    .62,   3.57,      0,    560,   -.06,   -.35,    .45,   1.65,   1.64,   1.63,   1.49,     37,   59.9,
      105,      00,   195004,   1.49,   37.2,   1.03,   1.03,    1.1,   1.03,      0,    776,   -.46,    .32,    .09,    .19,    .14,    -.1,    .09,     26,   48.4,
      102,      00,   195004,   3.04,   35.4,   1.92,   1.92,    2.8,   1.92,      0,    802,    .62,    .63,    .72,     .9,   -.27,    .15,   -.92,     26,   44.8,
      107,      00,   195004,    .57,   51.4,  -2.16,  -2.16,  -1.84,  -2.16,      5,    360,  -1.02,  -1.47,  -1.48,  -1.43,   -1.3,   -.32,    -.5,   35.3,   67.4,
      109,      00,   195004,   1.02,   52.9,   -2.3,   -2.3,   -.81,   -2.3,     16,    279,   -.22,   -.13,   -.49,   -.55,   -.86,   -.73,  -1.07,   38.6,   67.1,
      108,      00,   195004,   2.03,   41.2,   1.84,   1.84,   -.08,   1.74,      0,    564,   -.43,    .92,    .94,    .92,    .71,    .45,    .75,   29.9,   52.5,
      101,      00,   195004,   2.61,   40.8,   -.29,  -1.73,   -.88,   -.46,      0,    625,   -.78,   -.18,     .2,    .02,   -.47,   -.97,   -.41,   30.1,   51.5,
      104,      00,   195004,   2.22,   58.9,  -2.16,  -2.16,   -1.4,  -2.16,     35,    190,  -1.11,   -.55,  -1.04,   -1.7,   -.81,   -.49,    .54,   45.6,   72.3,
      105,      00,   195005,   2.46,   48.5,   1.38,   1.38,   1.38,   1.38,     16,    434,   -.12,   -.37,    .05,    .37,    .36,   -.32,     .2,   36.4,   60.7,
      104,      00,   195005,    4.5,   71.6,  -1.82,  -1.82,    .35,   -1.6,    234,     26,    .56,    -.4,   -.18,  -1.15,  -1.21,   -.36,     .6,     60,   83.2,
      106,      00,   195005,   4.78,   71.2,    1.4,    1.4,     .9,    .81,    277,     15,    .74,    .27,   -.14,    .49,    .25,    .49,    .77,   59.4,     83,
      108,      00,   195005,    1.1,   48.1,   1.24,   1.24,  -1.24,     .5,      1,    412,  -1.34,  -1.23,    .22,    .75,    .53,    .17,    .36,   34.8,   61.4,
      103,      00,   195005,   4.49,   64.4,   3.24,   3.24,   -.01,   3.13,     84,    143,    .18,    .04,   -.22,   2.25,   1.62,   1.78,   1.61,   52.9,   75.9,
      107,      00,   195005,    .57,   56.7,  -2.76,  -2.76,  -2.47,  -2.76,     11,    267,  -1.16,  -1.46,  -1.75,  -1.35,  -1.16,   -.73,   -.53,   40.7,   72.7,
      109,      00,   195005,    .59,   57.9,  -2.18,  -2.18,   -.35,  -2.18,     28,    209,   -.44,   -.55,   -.35,   -.48,   -.91,  -1.07,  -1.17,   43.2,   72.6,
      102,      00,   195005,   3.65,   53.7,   2.08,   2.08,   1.06,   2.08,     21,    310,    .21,    .46,    .51,   1.24,    .27,    .44,   -.62,   41.7,   65.7,
      101,      00,   195005,    2.8,   55.3,   -.74,  -2.02,  -1.42,  -1.23,     10,    271,   -.72,  -1.01,    -.6,   -.05,   -.62,  -1.14,   -.84,   43.2,   67.3,
      104,      00,   195006,   3.72,   76.9,  -2.07,  -2.07,  -1.31,  -2.07,    365,      2,   -.95,   -.28,   -.84,  -1.22,  -1.42,   -.74,    .58,   65.4,   88.5,
      103,      00,   195006,   5.17,   70.5,   3.46,   3.46,   1.69,   3.46,    165,     29,    .78,     .5,    .34,   2.05,   2.11,   1.77,   1.76,   59.3,   81.8,
      102,      00,   195006,   3.99,   64.4,   1.91,   1.91,    .14,   1.91,     89,     77,   -.04,    .05,    .29,    .88,    .61,     .2,   -.51,   52.1,   76.6,
      108,      00,   195006,   2.29,   56.4,   1.46,   1.46,   1.03,   1.14,     12,    182,    .84,   -.37,   -.53,   1.33,    .71,     .5,    .27,   43.6,   69.1,
      106,      00,   195006,   3.46,   77.9,   1.33,   1.33,    .22,    .76,    412,      1,   -.05,    .39,    .12,    .41,    .28,    .26,    .73,   66.4,   89.3,
      105,      00,   195006,   2.37,   60.3,   1.13,   1.13,   -.34,    .86,     99,    151,   -.63,   -.59,   -.68,   -.14,    .05,   -.39,    -.3,   46.3,   74.3,
      109,      00,   195006,    .35,   65.2,  -2.05,  -2.05,   -.31,  -2.05,     78,     86,   -.14,   -.58,   -.62,   -.19,   -.83,  -1.02,  -1.31,   49.6,   80.8,
      107,      00,   195006,    .72,   67.4,  -3.21,  -3.21,  -2.19,  -3.21,     65,     83,   -.36,  -1.14,  -1.46,  -1.48,  -1.37,  -1.31,   -.78,   50.3,   84.4,
      101,      00,   195006,   3.76,   63.7,   -.66,  -1.81,      0,     -1,     80,     46,   -.03,   -.54,   -.88,    .05,   -.65,   -.72,   -.95,   51.6,   75.9,
      103,      00,   195007,   4.95,   71.9,   3.88,   3.88,   2.32,   3.88,    209,     11,    .87,   1.01,    .75,    .75,   1.84,   1.91,   1.87,   61.1,   82.8,
      105,      00,   195007,   2.44,   64.7,   1.95,   1.95,   2.81,   1.95,    120,     85,     .7,    -.1,    -.2,   -.17,   -.13,   -.11,   -.42,   51.1,   78.4,
      109,      00,   195007,    .45,   74.4,  -1.75,  -1.75,    .27,  -1.56,    250,      2,    .76,    .19,   -.34,   -.58,   -.61,   -.92,  -1.25,   59.1,   89.6,
      106,      00,   195007,   6.03,   78.4,   2.88,   2.88,   5.05,   2.88,    460,      1,   2.63,   1.56,   1.63,    .97,    .47,    .76,   1.14,   67.8,   88.9,
      102,      00,   195007,   4.31,   66.3,   2.54,   2.54,   2.47,   2.54,    115,     41,     .8,    .48,    .47,    .68,     .9,   -.01,   -.28,   54.5,   78.1,
      107,      00,   195007,   2.85,   70.8,     -2,     -2,   2.62,   -.88,     87,     34,   1.72,   1.14,    .39,   -.78,   -.91,   -.98,   -.29,   57.3,   84.3,
      104,      00,   195007,   7.87,     77,      1,   -.86,   2.99,    .57,    382,      0,   1.48,    .51,    .63,   -.37,  -1.04,   -.44,     .7,     67,     87,
      108,      00,   195007,    .63,   64.3,   1.36,   1.36,    .17,   1.06,     62,     81,    .09,    .65,   -.38,    .62,    .77,    .55,    .18,     49,   79.6,
      101,      00,   195007,   3.77,   67.4,   -.55,  -1.58,    .13,   -.72,    173,     11,   -.18,   -.17,   -.57,   -.39,   -.38,   -.69,  -1.01,   55.9,     79,
