108,1950,1,171.958,0,1319,-7.833333333,-12.05555556,-3.611111111
106,1950,1,79.756,48,450,8.555555556,2.111111111,15
101,1950,1,101.346,0,901,-1.055555556,-6.444444444,4.333333333
105,1950,1,35.052,0,1781,-15.83333333,-22,-9.666666667
104,1950,1,62.23,88,310,13.83333333,8,19.61111111
107,1950,1,22.86,0,962,-0.277777778,-7.777777778,7.277777778
109,1950,1,92.964,0,743,0.666666667,-4.944444444,6.277777778
102,1950,1,56.388,0,1445,-11.88888889,-18,-5.833333333
103,1950,1,216.408,4,892,3.444444444,-2.055555556,9
103,1950,2,108.458,0,921,1.5,-3.777777778,6.777777778
106,1950,2,77.724,24,362,9.777777778,2.722222222,16.83333333
109,1950,2,44.45,0,468,5.777777778,-1.055555556,12.55555556
104,1950,2,56.896,39,384,10.77777778,4.166666667,17.38888889
107,1950,2,16.764,4,660,3.555555556,-4.444444444,11.55555556
105,1950,2,16.764,0,1188,-5.666666667,-12,0.666666667
102,1950,2,30.734,0,1284,-8.944444444,-14.83333333,-3.111111111
101,1950,2,86.614,0,1058,-5.777777778,-10.83333333,-0.666666667
108,1950,2,104.14,0,819,-1.111111111,-5.722222222,3.5
105,1950,3,41.656,0,1174,-3.888888889,-9.666666667,1.833333333
101,1950,3,99.06,0,1019,-2.611111111,-8.444444444,3.222222222
104,1950,3,121.412,43,392,11.05555556,4.444444444,17.61111111
103,1950,3,82.042,0,879,3.722222222,-2.111111111,9.611111111
107,1950,3,14.732,11,647,5.444444444,-2.777777778,13.61111111
108,1950,3,128.778,0,789,1.277777778,-3.166666667,5.777777778
106,1950,3,48.26,25,357,10.88888889,3.333333333,18.38888889
102,1950,3,48.768,0,1222,-4.888888889,-10.33333333,0.555555556
109,1950,3,52.832,1,465,6.944444444,0.166666667,13.72222222
101,1950,4,66.294,0,625,4.888888889,-1.055555556,10.83333333
103,1950,4,93.98,0,560,9.166666667,2.777777778,15.5
105,1950,4,37.846,0,776,2.888888889,-3.333333333,9.111111111
102,1950,4,77.216,0,826,1.888888889,-3.333333333,7.111111111
109,1950,4,25.908,16,279,11.61111111,3.666666667,19.5
106,1950,4,67.056,66,131,15.88888889,8.777777778,23
104,1950,4,56.388,35,190,14.94444444,7.555555556,22.38888889
108,1950,4,51.562,0,598,5.111111111,-1.166666667,11.38888889
107,1950,4,14.478,57,386,10.77777778,1.833333333,19.66666667
109,1950,5,14.986,28,209,14.38888889,6.222222222,22.55555556
102,1950,5,92.71,22,319,12.05555556,5.388888889,18.72222222
105,1950,5,62.484,16,434,9.166666667,2.444444444,15.94444444
104,1950,5,114.3,234,26,22,15.55555556,28.44444444
106,1950,5,121.412,277,15,21.77777778,15.22222222,28.33333333
101,1950,5,71.12,10,271,12.94444444,6.222222222,19.61111111
107,1950,5,14.478,84,281,13.72222222,4.833333333,22.61111111
103,1950,5,114.046,84,143,18,11.61111111,24.38888889
108,1950,5,27.94,1,436,8.944444444,1.555555556,16.33333333
101,1950,6,95.504,80,46,17.61111111,10.88888889,24.38888889
109,1950,6,8.89,78,86,18.44444444,9.777777778,27.11111111
107,1950,6,18.288,223,85,19.66666667,10.16666667,29.11111111
105,1950,6,60.198,99,151,15.72222222,7.944444444,23.5
106,1950,6,87.884,412,1,25.5,19.11111111,31.83333333
104,1950,6,94.488,365,2,24.94444444,18.55555556,31.38888889
102,1950,6,101.346,92,79,18,11.16666667,24.77777778
108,1950,6,58.166,13,193,13.55555556,6.444444444,20.61111111
103,1950,6,131.318,165,29,21.38888889,15.16666667,27.66666667
107,1950,7,72.39,293,34,21.55555556,14.05555556,29.05555556
102,1950,7,109.474,119,42,19.05555556,12.5,25.61111111
109,1950,7,11.43,250,2,23.55555556,15.05555556,32
103,1950,7,125.73,209,11,22.16666667,16.16666667,28.22222222
101,1950,7,95.758,173,11,19.66666667,13.27777778,26.11111111
106,1950,7,153.162,460,1,25.77777778,19.88888889,31.61111111
108,1950,7,16.002,66,86,17.94444444,9.444444444,26.44444444
104,1950,7,199.898,382,0,25,19.44444444,30.55555556
105,1950,7,61.976,120,85,18.16666667,10.61111111,25.77777778
104,1950,8,114.554,370,0,24.77777778,18.61111111,30.94444444
107,1950,8,22.098,277,44,20.83333333,12,29.72222222
106,1950,8,98.298,459,3,25.44444444,18.83333333,32.05555556
109,1950,8,2.032,212,7,22.55555556,13.22222222,31.88888889
103,1950,8,116.078,164,26,21.11111111,15,27.22222222
102,1950,8,59.944,84,86,17.38888889,10.72222222,24.05555556
105,1950,8,44.958,98,96,17.55555556,9.388888889,25.77777778
101,1950,8,105.664,139,23,18.88888889,12.38888889,25.33333333
108,1950,8,19.812,75,72,17.88888889,9.111111111,26.72222222
101,1950,9,79.248,16,172,13.61111111,8.055555556,19.16666667
102,1950,9,63.754,20,187,14.72222222,8.277777778,21.11111111
103,1950,9,102.87,69,96,18.22222222,12.55555556,23.94444444
108,1950,9,28.702,15,196,13.83333333,6,21.72222222
104,1950,9,132.588,248,18,22.05555556,16.61111111,27.55555556
105,1950,9,56.896,34,250,13.16666667,6,20.27777778
109,1950,9,16.002,99,47,18.33333333,10.61111111,26.11111111
106,1950,9,89.916,307,14,22.5,16.5,28.5
107,1950,9,37.592,149,142,16.83333333,8.944444444,24.77777778
106,1950,10,25.4,183,41,19.72222222,11.83333333,27.55555556
108,1950,10,152.654,0,490,8.5,3.277777778,13.72222222
101,1950,10,66.04,4,343,10.38888889,4.277777778,16.44444444
104,1950,10,95.25,158,86,18.88888889,12.72222222,25.05555556
107,1950,10,6.858,116,212,14.88888889,5.444444444,24.33333333
102,1950,10,41.656,8,392,10.55555556,4.166666667,17
105,1950,10,25.146,6,455,9,1.444444444,16.55555556
103,1950,10,40.132,31,233,15.38888889,8.277777778,22.55555556
109,1950,10,57.912,45,128,14.77777778,6.888888889,22.66666667
103,1950,11,96.774,0,859,3.111111111,-2.611111111,8.833333333
101,1950,11,157.734,0,676,3.888888889,-1.166666667,9
107,1950,11,12.446,15,572,6.277777778,-2.333333333,14.94444444
108,1950,11,126.746,0,716,2.722222222,-1.277777778,6.722222222
105,1950,11,24.892,0,1067,-2.444444444,-8.722222222,3.833333333
104,1950,11,35.306,25,409,10.05555556,2.611111111,17.5
106,1950,11,22.098,17,367,10.05555556,1.833333333,18.27777778
109,1950,11,79.756,8,275,9.666666667,3.333333333,16
102,1950,11,36.576,0,1051,-2.5,-7.555555556,2.5
105,1950,12,16.764,0,1320,-5.444444444,-11.05555556,0.166666667
104,1950,12,89.916,12,654,5.5,-0.444444444,11.38888889
101,1950,12,100.076,0,1112,-3.833333333,-8.277777778,0.611111111
103,1950,12,47.244,0,1252,-2.777777778,-8.055555556,2.5
107,1950,12,10.414,2,739,3.222222222,-4.722222222,11.16666667
109,1950,12,75.438,0,428,6.722222222,1.333333333,12.11111111
102,1950,12,37.338,0,1521,-10.61111111,-15.44444444,-5.833333333
108,1950,12,131.064,0,742,1.555555556,-1.5,4.611111111
106,1950,12,25.654,5,590,5.888888889,-1.833333333,13.61111111
103,1951,1,103.378,0,1103,-0.222222222,-5.388888889,4.944444444
102,1951,1,23.622,0,1533,-11.72222222,-17,-6.388888889
101,1951,1,78.486,0,1074,-3.833333333,-8.888888889,1.222222222
104,1951,1,48.006,25,545,8.055555556,1.444444444,14.72222222
106,1951,1,61.722,11,598,5.611111111,-1.722222222,13
107,1951,1,28.194,0,951,-0.277777778,-7.666666667,7.111111111
109,1951,1,72.136,0,612,3.166666667,-2.277777778,8.611111111
108,1951,1,146.304,0,977,-3.055555556,-6.944444444,0.833333333
105,1951,1,21.336,0,1535,-10.16666667,-16.11111111,-4.222222222
101,1951,2,103.124,0,957,-3.333333333,-8.777777778,2.055555556
107,1951,2,15.748,2,727,2.166666667,-5.444444444,9.777777778
102,1951,2,45.974,0,1253,-8,-13.27777778,-2.666666667
108,1951,2,116.84,0,772,-0.222222222,-4.666666667,4.222222222
104,1951,2,57.912,19,450,8.944444444,1.722222222,16.16666667
105,1951,2,24.638,0,1143,-5.555555556,-12.22222222,1.166666667
106,1951,2,58.674,8,453,7.888888889,0.722222222,15.05555556
109,1951,2,47.244,0,517,4.722222222,-1.277777778,10.77777778
103,1951,2,106.68,0,942,0.888888889,-4.722222222,6.5
109,1951,3,22.86,1,469,6.444444444,-0.666666667,13.55555556
106,1951,3,69.596,39,320,11.27777778,4.055555556,18.5
107,1951,3,15.748,6,709,4.388888889,-3.444444444,12.16666667
104,1951,3,134.874,44,336,12.38888889,6.277777778,18.55555556
101,1951,3,110.744,0,854,0.777777778,-4,5.555555556
108,1951,3,83.566,0,865,0,-5.277777778,5.277777778
105,1951,3,28.194,0,1287,-6.277777778,-12.61111111,0.055555556
102,1951,3,77.978,0,1166,-4.944444444,-10,0.166666667
103,1951,3,107.95,1,814,4.666666667,-0.888888889,10.22222222
103,1951,4,90.678,1,485,10.11111111,4.166666667,16
104,1951,4,101.346,58,159,15.88888889,9.111111111,22.61111111
105,1951,4,38.862,0,728,3.833333333,-3.166666667,10.77777778
106,1951,4,54.102,67,132,15.66666667,8.388888889,22.88888889
101,1951,4,103.124,0,502,7.222222222,1.722222222,12.72222222
102,1951,4,86.36,0,686,4.666666667,-0.388888889,9.777777778
107,1951,4,34.798,30,448,9.277777778,1.5,17.05555556
108,1951,4,30.48,0,489,7.166666667,-0.722222222,15
109,1951,4,37.846,7,325,11.38888889,4.166666667,18.61111111
103,1951,5,78.486,78,145,17.61111111,10.27777778,24.94444444
107,1951,5,28.702,101,220,14.88888889,6.611111111,23.11111111
106,1951,5,90.424,237,17,21.33333333,14.33333333,28.33333333
104,1951,5,45.72,182,41,20.5,12.88888889,28.11111111
102,1951,5,84.836,40,233,14.61111111,7.666666667,21.5
108,1951,5,48.006,2,358,10.5,3.555555556,17.44444444
101,1951,5,72.136,18,214,13.33333333,6.277777778,20.38888889
105,1951,5,60.198,30,319,11.94444444,4.722222222,19.16666667
109,1951,5,21.844,33,186,14.88888889,7.277777778,22.5
106,1951,6,129.794,422,3,25.11111111,18.83333333,31.38888889
105,1951,6,83.566,44,241,13.22222222,6.555555556,19.88888889
